dealdate	totalPrice	unitPrice	square	count
2017-12-18	385	43577	88	1
2019-02-18	365	43593	83	1
2018-06	392	43615	89	1
2019-12	355	43627	81	1
2018-09	386	43663	88	1
2020-05-14	344	43719	78	1
2020-05-10	357	43847	81	1
2017-12-13	369	43861	84	1
2020-05	396	44045	89	1
2016-03-26	385	44157	87	1
2018-12	360	44203	81	1
2018-05	361	44420	81	1
2017-12-28	283	44531	63	1
2017-12-27	283	44581	63	1
2020-05	367	44595	82	1
2020-01	399	44651	89	1
2020-01-10	368	44677	82	1
2018-12	369	44755	82	1
2018-05-01	363	44815	81	1
2020-04-13	356	44995	79	1
2018-06-25	371	45008	82	1
2019-04	405	45042	89	1
2020-04-23	400	45208	88	1
2018-11	366	45222	80	1
2019-12	367	45262	80	1
2019-02	373	45269	82	1
2018-02-07	408	45359	89	1
2019-01-09	405	45374	89	1
2020-05-07	405	45379	89	1
2020-04-15	375	45430	82	1
2020-01	409	45435	89	1
2017-12-13	370	45449	81	1
2018-01-16	370	45477	81	1
2018-04	376	45507	82	1
2017-12-28	360	45564	79	1
2017-12-20	410	45592	89	1
2017-12-17	353	45631	77	1
2018-01-10	385	45665	84	1
2017-12-31	370	45668	81	1
2018-05	372	45712	81	1
2019-12-08	411	45713	89	1
2018-11-24	370	45725	80	1
2018-06	371	45769	80	1
2019-05-11	376	45776	82	1
2019-11	373	45809	81	1
2018-11-27	413	45869	90	1
2019-02	375	45994	81	1
2020-10-20	414	46033	89	1
2018-06-20	415	46142	89	1
2018-05-09	415	46189	89	1
2018-01-22	381	46216	82	1
2017-12-31	375	46219	81	1
2020-03-03	380	46246	82	1
2018-01-28	381	46250	82	1
2019-12	375	46252	80	1
2019-06-19	390	46258	84	1
2019-04-15	410	46260	88	1
2018-02-07	375	46280	81	1
2020-01-18	364	46281	78	1
2017-12-03	382	46377	82	1
2018-06-20	415	46457	89	1
2017-12-10	293	46479	63	1
2018-12-09	382	46501	82	1
2018-11-06	383	46504	82	1
2017-12-14	390	46514	83	1
2020-03-27	418	46522	89	1
2018-01-05	296	46651	63	1
2020-08	420	46661	89	1
2018-10-28	380	46666	81	1
2020-10	385	46674	82	1
2018-06-20	385	46690	82	1
2018-10-12	378	46708	80	1
2018-01-29	385	46712	82	1
2020-08-08	420	46714	89	1
2020-01-12	384	46744	82	1
2020-06-26	385	46746	82	1
2019-05	421	46829	89	1
2018-08-15	415	46877	88	1
2019-12	424	47101	89	1
2018-01-24	299	47117	63	1
2019-08-25	389	47313	82	1
2020-03-29	550	47320	116	1
2018-02-07	390	47348	82	1
2018-01-22	390	47348	82	1
2019-08-19	563	47365	118	1
2018-02-08	426	47366	89	1
2018-03-14	386	47386	81	1
2019-07	386	47414	81	1
2016-08-05	413	47417	87	1
2019-03-28	391	47417	82	1
2020-10	392	47435	82	1
2018-05-15	384	47437	80	1
2020-03-30	427	47482	89	1
2020-12-13	383	47525	80	1
2019-06-30	428	47527	89	1
2018-08	428	47532	89	1
2018-01-23	426	47535	89	1
2020-06	393	47544	82	1
2018-12-30	385	47567	80	1
2020-01-15	392	47572	82	1
2016-08-07	415	47652	87	1
2018-10-30	393	47672	82	1
2019-07-29	426	47678	89	1
2018-02-04	429	47715	89	1
2020-11-07	388	47748	81	1
2020-08-16	427	47785	89	1
2020-12-20	392	47805	82	1
2019-03-31	430	47810	89	1
2020-07-12	430	47810	89	1
2019-05-29	430	47815	89	1
2018-08-09	430	47826	89	1
2020-04-19	394	47833	82	1
2020-08-01	370	47835	77	1
2019-07-08	394	47839	82	1
2020-12-13	400	47859	83	1
2019-12-24	412	47863	86	1
2019-08-07	388	47872	81	1
2017-11-24	304	47950	63	1
2018-01-22	304	47950	63	1
2020-07-17	388	47955	80	1
2019-09-14	393	47983	81	1
2020-03-24	519	47989	108	1
2016-10-04	600	48000	125	1
2017-12-20	390	48006	81	1
2019-08	390	48006	81	1
2019-08-05	393	48033	81	1
2019-11-29	305	48062	63	1
2018-12-31	391	48076	81	1
2017-12-04	392	48132	81	1
2018-01-27	392	48140	81	1
2019-05-18	391	48153	81	1
2020-10-25	396	48158	82	1
2020-07-14	390	48184	80	1
2016-03-05	348	48187	72	1
2018-05-08	397	48198	82	1
2018-01-12	306	48220	63	1
2020-09-26	380	48265	78	1
2018-09-30	398	48272	82	1
2019-10-30	394	48318	81	1
2017-12-24	380	48322	78	1
2019-12-15	435	48342	89	1
2018-01-30	430	48348	88	1
2020-12	307	48362	63	1
2017-12-12	435	48415	89	1
2018-11-06	395	48423	81	1
2020-09-06	405	48445	83	1
2018-06-04	433	48462	89	1
2020-11-25	400	48515	82	1
2019-06	401	48527	82	1
2019-11	401	48532	82	1
2018-07-25	435	48566	89	1
2019-06	395	48580	81	1
2018-05-16	399	48588	82	1
2016-12-18	880	48619	181	1
2019-03-21	395	48622	81	1
2018-12	309	48638	63	1
2018-11-30	396	48649	81	1
2017-12-20	399	48659	82	1
2019-01	309	48669	63	1
2016-09-08	438	48689	89	1
2020-08-19	438	48694	89	1
2018-11-14	438	48716	89	1
2020-10	449	48723	91	1
2017-12-29	395	48736	81	1
2020-10-23	309	48739	63	1
2019-11-30	402	48744	82	1
2020-03-11	398	48761	81	1
2018-02-05	455	48773	93	1
2018-04-07	439	48811	89	1
2019-09-13	310	48850	63	1
2018-05-22	438	48879	89	1
2020-07-12	403	48920	82	1
2018-05-17	398	48973	81	1
2018-07-27	399	49024	81	1
2018-02-25	397	49049	80	1
2018-01-12	437	49084	88	1
2017-12	616	49084	125	1
2018-08-08	399	49120	81	1
2018-01-09	380	49121	77	1
2019-09-16	405	49121	82	1
2018-04-30	310	49137	63	1
2020-11-01	417	49146	84	1
2018-03-19	442	49150	89	1
2020-10-25	442	49150	89	1
2018-04-04	400	49153	81	1
2018-01-31	400	49237	81	1
2018-01-15	438	49341	88	1
2020-06-21	407	49364	82	1
2018-07-30	402	49368	81	1
2018-04-25	313	49370	63	1
2020-06	401	49379	81	1
2018-01-26	446	49430	90	1
2018-05	314	49448	63	1
2018-08-07	445	49467	89	1
2020-09-05	445	49467	89	1
2017-12-08	426	49484	86	1
2018-03-04	402	49484	81	1
2020-10-31	403	49491	81	1
2018-11	620	49527	125	1
2020-04-19	680	49560	137	1
2020-05-30	404	49614	81	1
2018-05-11	415	49654	83	1
2018-04-24	410	49715	82	1
2017-11-30	433	49719	87	1
2019-02-26	393	49735	79	1
2018-12-20	405	49736	81	1
2018-03-27	405	49779	81	1
2020-01-05	316	49780	63	1
2018-06-17	410	49782	82	1
2020-01-10	316	49788	63	1
2018-04-29	411	49849	82	1
2018-09-27	411	49897	82	1
2018-12-06	397	49906	79	1
2020-08-01	449	49912	89	1
2018-03-25	412	49916	82	1
2020-05-19	404	49945	80	1
2018-01-20	445	49950	89	1
2018-03-17	406	49951	81	1
2016-09-28	448	49961	89	1
2016-09-14	470	50000	94	1
2019-08-05	407	50031	81	1
2020-01-12	625	50073	124	1
2019-08-08	408	50086	81	1
2018-10	319	50142	63	1
2019-05-15	420	50156	83	1
2018-10-30	388	50182	77	1
2018-10-30	409	50209	81	1
2019-08-13	543	50209	108	1
2020-09-08	414	50262	82	1
2018-04-15	407	50278	80	1
2018-01-04	319	50300	63	1
2018-04-10	412	50306	81	1
2020-12-23	410	50307	81	1
2020-07-29	452	50312	89	1
2017-01-14	468	50323	93	1
2018-02-06	408	50334	81	1
2018-05-09	414	50378	82	1
2018-06-13	318	50445	63	1
2020-07-09	629	50466	124	1
2018-05-27	414	50488	82	1
2018-11-07	411	50505	81	1
2020-08-30	414	50599	81	1
2018-07-09	418	50637	82	1
2020-08-04	322	50662	63	1
2020-09	456	50668	89	1
2020-04-20	438	50671	86	1
2018-11-22	411	50704	81	1
2019-01	442	50724	87	1
2020-04-30	401	50747	79	1
2019-02-18	455	50765	89	1
2017-12-27	322	50789	63	1
2019-02	323	50808	63	1
2020-10	456	50809	89	1
2018-08-21	412	50852	81	1
2017-01-21	697	50876	137	1
2017-12-24	323	50883	63	1
2019-02	323	50907	63	1
2020-06-27	412	50928	80	1
2020-07-19	414	50936	81	1
2016-08-05	455	50941	89	1
2019-01-24	420	50947	82	1
2019-12-17	415	50947	81	1
2018-06-30	415	50952	81	1
2018-12-06	416	50989	81	1
2018-07-29	420	51083	82	1
2018-04-22	415	51084	81	1
2018-11-15	462	51118	90	1
2018-04-06	420	51120	82	1
2018-07-27	325	51198	63	1
2018-05-29	430	51203	83	1
2018-04-16	417	51210	81	1
2018-02-24	325	51214	63	1
2018-10-24	418	51222	81	1
2020-09	639	51232	124	1
2020-05-24	558	51363	108	1
2018-04-08	406	51386	79	1
2019-08-28	418	51440	81	1
2017-12-17	325	51468	63	1
2016-11-25	299	51552	58	1
2019-02-26	425	51553	82	1
2020-11-08	420	51579	81	1
2018-06	466	51602	90	1
2019-03-03	720	51639	139	1
2019-02	328	51639	63	1
2018-01-16	328	51678	63	1
2020-01-17	480	51713	92	1
2020-10-19	640	51743	123	1
2018-02-11	645	51776	124	1
2018-06-30	444	51803	85	1
2018-03-20	422	51824	81	1
2018-10-24	327	51839	63	1
2018-03	469	51918	90	1
2019-12-31	725	51938	139	1
2018-03-05	468	51954	90	1
2018-06	651	51994	125	1
2018-01-16	451	52013	86	1
2018-01-15	330	52018	63	1
2018-02-05	463	52046	88	1
2016-09-13	302	52069	58	1
2018-05-25	331	52080	63	1
2018-04-20	468	52087	89	1
2018-05-02	403	52101	77	1
2019-10-22	329	52156	63	1
2019-08-25	428	52205	81	1
2018-01-03	330	52216	63	1
2019-03-27	329	52223	63	1
2018-04-30	738	52237	141	1
2019-07	483	52292	92	1
2020-09-29	330	52302	63	1
2018-04-29	425	52419	81	1
2018-08-11	432	52447	82	1
2019-04-16	614	52463	116	1
2020-10-25	333	52491	63	1
2016-09-26	305	52587	58	1
2018-05	708	52606	134	1
2019-05-26	660	52624	125	1
2018-05-30	429	52658	81	1
2019-08-29	429	52677	81	1
2019-05-12	427	52769	80	1
2019-04-22	616	52772	116	1
2018-12-10	335	52773	63	1
2018-03-04	469	52846	88	1
2019-03-07	456	52871	86	1
2019-09-08	336	52916	63	1
2018-05-26	334	52941	63	1
2018-12-31	336	52947	63	1
2018-05-05	473	52986	89	1
2019-06-06	615	52995	116	1
2018-01-06	336	52997	63	1
2017-12-06	305	53044	57	1
2019-06-24	428	53050	80	1
2019-12-31	575	53050	108	1
2018-01-29	337	53060	63	1
2020-08	616	53085	116	1
2018-08-29	552	53093	103	1
2020-10-17	338	53246	63	1
2017-11-06	308	53260	57	1
2019-04	337	53260	63	1
2020-01-12	461	53345	86	1
2020-09-05	732	53365	137	1
2019-09-04	800	53412	149	1
2018-04-24	337	53416	63	1
2020-08-01	672	53427	125	1
2019-03-19	610	53481	114	1
2018-01-29	340	53561	63	1
2018-06-09	340	53561	63	1
2018-12	610	53613	113	1
2018-04-30	477	53685	88	1
2019-05-13	741	53707	137	1
2019-12-31	438	53769	81	1
2018-06-06	490	53770	91	1
2018-10	466	53784	86	1
2018-11	314	53811	58	1
2019-08	485	53842	90	1
2018-04-28	627	53848	116	1
2020-09-24	630	53874	116	1
2020-12-22	340	53883	63	1
2018-07-23	342	53901	63	1
2019-07-22	342	53944	63	1
2020-04-10	588	53990	108	1
2018-09-16	485	53991	89	1
2019-08-12	343	53991	63	1
2019-07	585	54004	108	1
2019-09-19	341	54042	63	1
2018-01-24	312	54045	57	1
2018-03-06	343	54093	63	1
2019-01-25	343	54101	63	1
2019-03-31	483	54106	89	1
2020-04	484	54113	89	1
2018-12-23	485	54118	89	1
2019-08-28	344	54136	63	1
2019-08-26	342	54160	63	1
2018-10-23	344	54191	63	1
2019-03	483	54213	89	1
2018-07-31	589	54216	108	1
2018-01-11	486	54217	89	1
2018-10	478	54234	88	1
2020-06-14	490	54264	90	1
2017-12	979	54286	180	1
2018-07-18	442	54347	81	1
2018-09-21	345	54348	63	1
2018-10-27	343	54350	63	1
2018-10-25	343	54359	63	1
2018-04	681	54416	125	1
2019-06-05	486	54424	89	1
2019-08-26	485	54434	89	1
2019-03-18	489	54443	89	1
2020-09	491	54445	90	1
2020-11-15	760	54446	139	1
2018-05-15	635	54451	116	1
2019-04-22	492	54558	90	1
2019-03-18	470	54595	86	1
2020-04-25	470	54595	86	1
2020-11-26	763	54625	139	1
2019-03-12	347	54669	63	1
2018-09-04	593	54690	108	1
2018-07-18	345	54736	63	1
2018-03-20	490	54767	89	1
2019-06-27	348	54811	63	1
2018-03-21	348	54838	63	1
2020-07	488	54840	88	1
2019-05-04	493	54876	89	1
2018-05-09	380	54898	69	1
2020-04-26	474	54957	86	1
2019-05	492	54976	89	1
2019-05	494	55007	89	1
2018-04-06	643	55009	116	1
2018-12-13	477	55017	86	1
2018-06-15	645	55115	117	1
2018-06-20	348	55142	63	1
2019-05-29	350	55162	63	1
2018-05-09	498	55205	90	1
2018-02-04	350	55206	63	1
2019-03-23	485	55359	87	1
2019-04	481	55375	86	1
2017-10-26	320	55421	57	1
2020-11-08	318	55421	57	1
2019-07-29	350	55422	63	1
2019-12-22	352	55437	63	1
2019-09-17	598	55443	107	1
2020-06-07	481	55473	86	1
2020-03-03	482	55511	86	1
2018-06-05	350	55556	63	1
2020-03-04	320	55575	57	1
2018-06-14	690	55623	124	1
2018-11-06	480	55668	86	1
2018-04	787	55685	141	1
2016-10-07	323	55690	58	1
2019-03-12	352	55746	63	1
2019-10-28	395	55799	70	1
2019-05-03	353	55864	63	1
2018-06-06	353	55892	63	1
2018-05-14	775	55913	138	1
2020-05	503	55918	89	1
2018-11-23	638	55965	114	1
2020-08	500	56005	89	1
2020-12-08	517	56026	92	1
2019-02-26	356	56099	63	1
2018-08-09	483	56105	86	1
2019-07-07	506	56117	90	1
2019-03-27	354	56120	63	1
2018-04-30	705	56153	125	1
2020-05-22	505	56162	89	1
2018-11-15	357	56186	63	1
2018-03-14	611	56371	108	1
2018-07-25	358	56389	63	1
2020-05	505	56414	89	1
2018-05-07	510	56424	90	1
2020-11-10	495	56444	87	1
2018-12-23	326	56470	57	1
2018-06-12	356	56508	63	1
2019-03-26	359	56511	63	1
2018-05-13	360	56729	63	1
2019-03-31	505	56742	89	1
2019-05-29	361	56806	63	1
2018-06-21	358	56826	63	1
2020-11-26	510	56839	89	1
2017-01-08	330	56897	58	1
2020-05-23	511	56963	89	1
2018-06-26	362	57044	63	1
2016-12-14	515	57090	90	1
2016-12-12	540	57125	94	1
2019-07-01	493	57147	86	1
2019-03-31	542	57173	94	1
2019-09-25	362	57180	63	1
2020-12-20	518	57200	90	1
2020-05-04	790	57293	137	1
2019-10-19	364	57396	63	1
2019-06-10	495	57405	86	1
2020-07-01	626	57417	108	1
2019-04	500	57466	87	1
2020-11-21	518	57603	89	1
2019-05-04	496	57615	86	1
2018-07-28	366	57656	63	1
2019-03-24	506	57756	87	1
2017-09-25	500	57771	86	1
2018-07-05	365	57845	63	1
2018-05-30	522	57891	90	1
2018-03-22	335	57939	57	1
2018-09-06	368	57966	63	1
2020-08-16	410	57976	70	1
2020-11-06	410	57976	70	1
2018-05-10	550	58017	94	1
2019-07-18	411	58046	70	1
2020-10-18	504	58092	86	1
2018-08-14	369	58171	63	1
2020-10-11	527	58194	90	1
2020-08-22	412	58201	70	1
2020-12	404	58295	69	1
2017-03-14	527	58387	90	1
2019-04-19	413	58433	70	1
2018-11-14	338	58462	57	1
2020-04-14	420	58504	71	1
2018-03-12	337	58532	57	1
2020-12-05	526	58630	89	1
2019-05-07	421	58644	71	1
2018-09-20	410	59172	69	1
2017-06-30	530	59371	89	1
2020-11-14	515	59504	86	1
2020-10	513	59568	86	1
2020-09-06	425	60097	70	1
2016-12-19	345	60105	57	1
2017-01-22	540	60107	89	1
2017-01-02	525	60283	87	1
2020-10	435	60476	71	1
2017-03-11	528	60627	87	1
2017-03-17	547	60637	90	1
2019-11-19	350	60649	57	1
2020-07	530	61089	86	1
2020-09-06	355	61398	57	1
2018-02-05	530	61457	86	1
2020-05-06	355	61559	57	1
2017-05-16	555	62137	89	1
2019-07-25	359	62338	57	1
2019-07-31	360	62500	57	1
2017-11-14	365	63180	57	1
2018-09-02	368	63635	57	1
2019-01-09	368	63635	57	1
2018-04-30	368	63646	57	1
2020-05-17	371	64165	57	1
2020-06	372	64197	57	1
2020-07-03	372	64252	57	1
2018-03-06	370	64259	57	1
2020-05-17	372	64286	57	1
2018-05-15	375	64698	57	1
2020-12-06	374	64807	57	1
2019-07-26	374	64920	57	1
2017-02-17	376	65030	57	1
2020-10-04	376	65041	57	1
2018-07-28	378	65364	57	1
2019-08-18	379	65549	57	1
2019-03-07	381	65906	57	1
2019-07-21	381	65928	57	1
2020-08-30	384	65957	58	1
2017-03-16	381	66146	57	1
2019-04-16	574	66420	86	1
2019-07-03	386	66852	57	1
2019-03-29	387	66921	57	1
2020-06-07	385	66969	57	1
2019-04-19	399	68996	57	1
2018-04-30	425	73772	57	1
2018-05-31	530	73819	71	1
2018-03-27	531	74142	71	1
2019-09-10	660	74864	88	1
2018-07-09	460	79544	57	1
2017-04-04	730	82393	88	1
