dealdate	totalPrice	unitPrice	square	count
2017-07-03	623.8824	57128.2353	104.1176	34
2017-07-04	453.5217	55823.4783	72.2174	23
2017-07-05	481.5200	52858.7200	85.8800	25
2017-07-06	536.0385	53594.6154	98.4615	26
2017-07-07	542.9375	56960.8125	94.2500	16
2017-07-08	338.5385	38121.3846	74.2308	13
2017-07-09	522.6279	57985.0930	92.0233	43
2017-07-10	603.3529	63156.8529	92.2059	34
2017-07-11	598.8966	60753.6552	94.7931	29
2017-07-12	592.6333	61215.1667	93.2667	30
2017-07-13	512.5294	60929.5882	85.9118	34
2017-07-14	537.3846	53379.3846	99.5385	13
2017-07-15	507.3333	59921.7778	81.4444	9
2017-07-16	533.8824	58193.5588	92.3824	34
2017-07-17	572.3438	63119.3438	88.8125	32
2017-07-18	575.3750	54990.5000	93.2500	24
2017-07-19	443.6957	49353.7391	84.3043	23
2017-07-20	417.1111	50669.0556	77.4722	36
2017-07-21	496.1875	57620.0625	83.3125	32
2017-07-22	572.4615	54580.5769	98.5385	26
2017-07-23	563.1600	57884.1600	91.8800	50
2017-07-24	557.0588	60886.1765	94.3824	34
2017-07-25	617.8929	67063.9643	90.7500	28
2017-07-26	565.7931	55822.7586	104.1379	29
2017-07-27	500.8824	53205.8824	81.4412	34
2017-07-28	643.2273	62075.2273	95.4545	22
2017-07-29	564.3939	58506.7879	94.6364	33
2017-07-30	626.6102	57059.3390	108.6441	59
2017-07-31	579.3636	58098.6667	96.5909	66
2017-08	786.6805	63177.4536	115.3116	507
2017-08-01	452.3750	53747.1250	84.6250	8
2017-08-02	574.1154	60830.2308	94.4231	26
2017-08-03	559.0357	57356.8214	98.4286	28
2017-08-04	545.7778	48695.8333	82.5556	18
2017-08-05	480.0000	52279.0000	81.2500	24
2017-08-06	605.1892	59716.1622	97.2432	37
2017-08-07	496.1176	55337.0000	90.2059	34
2017-08-08	621.0800	55987.9600	116.0800	25
2017-08-09	757.2000	73715.7600	94.0400	25
2017-08-10	544.7000	58749.5000	89.6667	30
2017-08-11	635.5714	57984.3333	103.0952	21
2017-08-12	470.2353	53707.2647	79.6765	34
2017-08-13	506.2683	60107.0000	83.4878	41
2017-08-14	579.5000	67173.3571	81.6429	28
2017-08-15	493.4286	49944.3429	89.4000	35
2017-08-16	575.1852	59340.7778	95.9630	27
2017-08-17	590.6190	60501.6667	93.2381	21
2017-08-18	700.6818	60121.3182	112.5455	22
2017-08-19	560.5417	52574.7500	111.9583	24
2017-08-20	536.4127	57606.0000	93.7302	63
2017-08-21	609.0800	57424.6200	96.7600	50
2017-08-22	651.5000	64754.8846	95.4615	26
2017-08-23	750.7451	58589.6275	117.5686	51
2017-08-24	496.1290	56053.8065	86.3226	31
2017-08-25	470.1333	50312.4667	85.3000	30
2017-08-26	537.1667	57351.0000	97.6389	36
2017-08-27	549.9531	58503.2969	94.0000	64
2017-08-28	604.6939	56181.6327	96.2857	49
2017-08-29	553.0930	55149.8605	97.7907	43
2017-08-30	533.8095	55605.3333	89.6429	42
2017-08-31	465.7391	53463.0870	83.2391	46
2017-09	680.7413	58656.8566	109.2867	572
2017-09-01	517.0000	53934.9545	90.0455	22
2017-09-02	532.7667	52325.4667	95.6333	30
2017-09-03	501.7037	57796.3333	83.3889	54
2017-09-04	548.9423	59324.8654	88.8462	52
2017-09-05	537.0000	58881.7500	89.7500	40
2017-09-06	484.0513	54347.9487	79.4103	39
2017-09-07	576.1538	56974.3846	92.3590	39
2017-09-08	557.5897	54462.2308	97.6410	39
2017-09-09	492.1176	60313.6471	78.6471	34
2017-09-10	557.5536	58547.0357	93.5714	56
2017-09-11	567.4032	55181.9516	100.3710	62
2017-09-12	517.6571	56959.5143	96.6000	35
2017-09-13	551.6744	55692.2093	99.5581	43
2017-09-14	565.9722	60081.5000	96.3889	36
2017-09-15	540.2963	56192.3333	95.7778	27
2017-09-16	577.5862	55397.2414	93.1724	29
2017-09-17	597.7971	60934.2754	100.6522	69
2017-09-18	566.3692	58577.5231	93.1385	65
2017-09-19	554.0930	50913.7209	112.0465	43
2017-09-20	549.7436	58314.7692	88.7436	39
2017-09-21	595.2821	57040.6154	101.3846	39
2017-09-22	595.5517	62104.7241	92.2069	29
2017-09-23	523.3250	53011.1500	97.8750	40
2017-09-24	579.3019	60040.1698	96.0000	53
2017-09-25	542.9815	54002.6481	96.2407	54
2017-09-26	521.3077	57792.7692	93.3077	39
2017-09-27	498.0513	52704.9487	97.4103	39
2017-09-28	604.9714	53763.2000	112.2000	35
2017-09-29	530.6136	53527.7727	90.1818	44
2017-09-30	469.1220	56351.6585	83.3171	41
2017-10	715.5165	59367.2388	114.1476	515
2017-10-01	574.2000	46934.4000	129.2000	5
2017-10-02	379.0000	47001.3333	80.8333	6
2017-10-03	485.4444	53681.6667	79.0000	9
2017-10-04	439.6364	54766.7273	84.0909	11
2017-10-05	455.7857	54933.8571	83.2857	14
2017-10-06	493.2941	52295.0000	88.2353	17
2017-10-07	662.5714	60166.7857	104.2500	28
2017-10-08	465.7115	50745.9423	90.0577	52
2017-10-09	467.5238	53247.9048	90.0000	21
2017-10-10	515.9737	59007.8684	89.1053	38
2017-10-11	481.8966	54218.2069	90.3103	29
2017-10-12	598.5000	57837.8250	103.6250	40
2017-10-13	550.4545	57112.9091	91.5909	22
2017-10-14	513.8800	56202.0000	86.4000	25
2017-10-15	515.2609	54509.3696	97.1304	46
2017-10-16	586.5526	57736.7105	96.5263	38
2017-10-17	578.0968	58730.2903	96.8387	31
2017-10-18	482.6757	53177.2973	85.6486	37
2017-10-19	448.6154	51673.5897	87.3590	39
2017-10-20	472.4545	54095.4848	86.3333	33
2017-10-21	647.6250	60087.7500	101.1875	16
2017-10-22	491.8095	54344.5952	89.5238	42
2017-10-23	553.1698	61279.8491	88.5472	53
2017-10-24	509.5833	53976.5556	94.4167	36
2017-10-25	536.9600	53060.0000	98.8800	50
2017-10-26	478.8667	57639.8333	78.6333	30
2017-10-27	483.1923	55871.5000	85.8846	26
2017-10-28	539.0870	58185.4348	86.5652	23
2017-10-29	504.0612	54862.1020	86.4082	49
2017-10-30	514.7353	59725.5735	86.0147	68
2017-10-31	560.9298	62709.8070	87.1053	57
2017-11	746.8233	59585.8995	114.3971	617
2017-11-01	526.8571	55691.1429	95.6429	14
2017-11-02	578.8276	54264.5862	96.8621	29
2017-11-03	506.5238	53882.8571	90.3333	21
2017-11-04	502.1481	47531.5926	100.5185	27
2017-11-05	512.8571	53781.2041	92.6122	49
2017-11-06	539.2195	57618.1463	92.1220	41
2017-11-07	546.5294	54917.9118	87.4412	34
2017-11-08	489.4524	55780.5952	83.8333	42
2017-11-09	534.1111	58433.0556	88.6944	36
2017-11-10	532.5455	51693.2727	93.1364	22
2017-11-11	573.0667	54756.1333	101.7667	30
2017-11-12	503.6197	55083.3803	92.9437	71
2017-11-13	640.5143	59422.4857	98.8571	35
2017-11-14	501.2444	56721.8667	87.5333	45
2017-11-15	504.6739	54308.8913	80.5217	46
2017-11-16	497.0588	55268.2353	89.8824	34
2017-11-17	640.0357	56983.7143	101.9643	28
2017-11-18	548.3667	52922.8333	95.5000	30
2017-11-19	489.7593	53581.0741	87.3333	54
2017-11-20	601.9667	56439.9000	97.3833	60
2017-11-21	553.6842	53121.5789	90.9474	38
2017-11-22	553.2222	52304.4815	92.9259	27
2017-11-23	486.0213	54663.5745	88.1064	47
2017-11-24	536.1481	56296.3333	89.9259	27
2017-11-25	596.0000	55481.3636	105.6818	22
2017-11-26	453.5208	55447.6042	81.8542	48
2017-11-27	594.6429	54604.5714	109.2321	56
2017-11-28	547.1042	58830.5208	86.2708	48
2017-11-29	587.6207	59470.2931	98.7241	58
2017-11-30	543.9074	53597.1111	91.4444	54
2017-12	708.4583	58940.6294	110.7963	707
2017-12-01	453.6111	45952.8889	94.2778	18
2017-12-02	754.2308	59996.1923	106.8462	26
2017-12-03	457.7317	51498.9024	86.2195	41
2017-12-04	509.7959	53257.8571	92.8163	49
2017-12-05	611.0833	59237.3889	98.0556	36
2017-12-06	477.3404	54562.1489	84.9787	47
2017-12-07	481.1905	53056.8571	86.1190	42
2017-12-08	592.0294	59327.4706	91.6176	34
2017-12-09	593.7419	56498.4839	95.8065	31
2017-12-10	526.0351	59825.1754	88.8596	57
2017-12-11	456.7714	52203.2571	84.5000	70
2017-12-12	554.7692	56910.4103	95.4103	39
2017-12-13	480.9216	54685.3725	83.0196	51
2017-12-14	500.7027	55026.2973	86.0270	37
2017-12-15	566.1591	59249.9318	90.6591	44
2017-12-16	493.0000	54089.5172	90.1034	29
2017-12-17	476.1940	52122.7463	86.7761	67
2017-12-18	571.0000	55349.7167	100.4667	60
2017-12-19	541.2105	58489.0702	91.2632	57
2017-12-20	469.0952	54012.9286	85.0238	42
2017-12-21	468.0952	49179.6905	90.8810	42
2017-12-22	523.5000	56668.4091	92.9773	44
2017-12-23	529.4138	52371.3103	106.9655	29
2017-12-24	532.2778	55226.7407	89.2037	54
2017-12-25	432.2182	49954.5091	79.6545	55
2017-12-26	530.8800	54610.0600	92.5400	50
2017-12-27	580.9091	57280.6364	98.4000	55
2017-12-28	619.5882	54901.2157	102.7255	51
2017-12-29	544.3571	59208.8214	95.0000	28
2017-12-30	458.2826	53587.8261	85.2174	46
2017-12-31	521.1348	56211.7978	91.6854	89
2018-01	685.2286	58986.2335	111.6002	818
2018-01-01	486.8235	53666.2353	85.5294	17
2018-01-02	537.1034	54649.7586	90.7241	29
2018-01-03	521.7447	56489.0213	89.1277	47
2018-01-04	629.5000	64442.6071	97.1071	28
2018-01-05	528.0645	62288.5806	80.2903	31
2018-01-06	495.7600	61254.6400	80.7200	25
2018-01-07	481.3636	52996.3182	92.7727	66
2018-01-08	463.0755	53534.3774	83.9057	53
2018-01-09	508.4727	53237.5091	91.8545	55
2018-01-10	547.6087	54427.1739	92.0870	46
2018-01-11	610.9362	60160.4468	97.7447	47
2018-01-12	503.0233	51609.1860	94.7674	43
2018-01-13	538.7568	58193.0270	93.6486	37
2018-01-14	468.3472	56554.0417	82.7361	72
2018-01-15	492.7529	54663.8235	86.9059	85
2018-01-16	467.3026	54632.8684	85.5395	76
2018-01-17	593.5789	59172.1711	99.5526	76
2018-01-18	525.5660	54135.2642	91.2264	53
2018-01-19	482.4643	50137.6250	92.5714	56
2018-01-20	517.4043	55842.2128	93.0638	47
2018-01-21	581.7093	59465.8605	97.3023	86
2018-01-22	520.3548	57854.0215	86.7419	93
2018-01-23	456.6707	48907.2439	94.4634	82
2018-01-24	550.3919	56405.4324	93.0676	74
2018-01-25	534.8000	58336.6667	89.3667	60
2018-01-26	464.3023	49663.7907	89.6977	43
2018-01-27	553.0545	58282.1455	91.1636	55
2018-01-28	525.9459	55807.2883	88.7387	111
2018-01-29	530.4630	55936.0278	92.9167	108
2018-01-30	480.3537	54740.0122	88.5244	82
2018-01-31	493.6829	54260.9106	92.6016	123
2018-02	683.0870	57543.1151	112.5064	391
2018-02-01	629.5217	63214.9565	101.3478	23
2018-02-02	536.1622	57160.5946	95.6216	37
2018-02-03	585.0323	56849.2581	100.0645	31
2018-02-04	514.7195	56812.3293	92.7683	82
2018-02-05	501.4800	57062.7467	89.4267	75
2018-02-06	562.3898	55748.2712	99.7119	59
2018-02-07	622.4366	57669.3944	105.8873	71
2018-02-08	521.7000	56083.8167	89.5000	60
2018-02-09	491.6071	57510.0714	85.2500	28
2018-02-10	563.0952	56816.0714	102.9762	42
2018-02-11	547.1714	59564.6000	97.1429	35
2018-02-12	666.1000	54265.3000	120.1000	10
2018-02-13	610.1111	53848.2222	118.0000	9
2018-02-14	471.0000	44305.0000	106.0000	1
2018-02-20	970.0000	69445.0000	139.0000	1
2018-02-23	524.1304	55333.3043	92.6087	46
2018-02-24	510.7813	52478.6250	96.7813	32
2018-02-25	526.4571	52185.8000	100.2571	35
2018-02-26	560.7857	58361.3810	95.1429	42
2018-02-27	456.9111	52009.4889	86.7556	45
2018-02-28	523.0563	56557.5493	91.0563	71
2018-03	655.1656	56441.6724	109.0408	809
2018-03-01	569.7391	54391.4348	100.4783	23
2018-03-02	562.7308	63069.2308	96.9615	26
2018-03-03	515.4571	60941.0857	83.6000	35
2018-03-04	533.3134	56815.5821	91.6866	67
2018-03-05	474.5595	51695.9167	90.2857	84
2018-03-06	455.2264	55282.4717	79.9811	53
2018-03-07	433.2623	52716.5574	80.1475	61
2018-03-08	447.6977	49150.2791	95.6047	43
2018-03-09	453.6098	56369.2195	79.5366	41
2018-03-10	496.0909	52046.2500	92.2500	44
2018-03-11	510.8315	53349.4719	94.0225	89
2018-03-12	580.7727	57012.1136	101.7727	88
2018-03-13	481.7260	54952.5479	86.3288	73
2018-03-14	516.2143	53009.1633	92.9694	98
2018-03-15	530.2533	53216.4000	95.3333	75
2018-03-16	553.0217	53819.3913	96.3696	46
2018-03-17	577.5094	61316.2830	93.5094	53
2018-03-18	534.8000	55259.7750	93.6125	80
2018-03-19	486.3924	56352.3418	82.0380	79
2018-03-20	561.9136	56981.4444	92.9383	81
2018-03-21	585.6582	61565.6582	92.6709	79
2018-03-22	550.9310	56662.6379	95.9310	58
2018-03-23	592.1915	58216.6596	95.8511	47
2018-03-24	482.2581	56082.3548	85.0000	31
2018-03-25	493.8556	52327.4222	88.9333	90
2018-03-26	493.4486	55909.1776	86.2523	107
2018-03-27	562.6286	60461.9429	92.3286	70
2018-03-28	556.1031	60044.6907	91.1443	97
2018-03-29	523.9375	57111.2083	92.2083	48
2018-03-30	551.5106	56642.8085	96.2553	94
2018-03-31	538.2098	56782.4266	93.3706	143
2018-04	640.0984	56082.8158	108.3481	1037
2018-04-01	506.9773	58265.4773	86.7273	44
2018-04-02	527.3971	56360.2500	90.6176	68
2018-04-03	528.0196	60376.1765	87.7255	51
2018-04-04	489.0492	55711.5246	84.6885	61
2018-04-05	554.0847	56779.4237	96.6949	59
2018-04-06	491.6625	55265.9875	87.2125	80
2018-04-07	552.0725	58270.7536	95.1449	138
2018-04-08	526.6950	54773.8085	93.2695	141
2018-04-09	545.5789	54932.7632	92.4737	38
2018-04-10	585.7600	58148.4600	94.8400	50
2018-04-11	508.2192	55200.8356	89.2329	73
2018-04-12	553.0000	54514.0566	91.9245	53
2018-04-13	542.2195	58685.3171	93.4390	41
2018-04-14	502.5625	56943.0208	88.1667	48
2018-04-15	491.4561	59259.8070	81.7368	57
2018-04-16	535.2143	58200.2857	88.8286	70
2018-04-17	557.8000	60878.2400	87.7800	50
2018-04-18	494.8148	53484.6420	89.7407	81
2018-04-19	575.7237	59132.0132	99.0921	76
2018-04-20	530.6406	59766.0156	87.5000	64
2018-04-21	630.7188	64431.5313	100.1563	32
2018-04-22	509.4167	55458.6667	82.2361	72
2018-04-23	525.2929	54340.6162	92.0101	99
2018-04-24	526.7586	55554.7931	95.0230	87
2018-04-25	506.6196	52297.2717	93.8043	92
2018-04-26	620.5190	60198.0506	96.3418	79
2018-04-27	531.3678	57641.0345	88.6207	87
2018-04-28	504.5333	54384.2222	93.9222	90
2018-04-29	582.3953	60277.7093	91.8372	86
2018-04-30	516.1082	57690.7010	89.7526	194
2018-05	653.5412	59823.9613	104.7636	1214
2018-05-01	596.0444	61441.4000	96.4889	45
2018-05-02	492.7000	58640.6000	83.1200	50
2018-05-03	534.5435	60514.6522	85.5217	92
2018-05-04	533.9167	58813.5521	87.8021	96
2018-05-05	606.0429	62100.7000	92.0571	70
2018-05-06	564.7103	61620.6168	90.3084	107
2018-05-07	531.8406	60439.5797	85.9420	138
2018-05-08	534.6173	63192.5926	86.3210	81
2018-05-09	553.3876	58515.3798	92.0698	129
2018-05-10	529.2857	58757.7551	89.7143	98
2018-05-11	591.5735	60408.3088	95.1324	68
2018-05-12	590.1316	64303.7895	88.3421	38
2018-05-13	587.0935	61860.9065	93.9720	107
2018-05-14	616.9151	59225.0283	100.5566	106
2018-05-15	580.2596	60904.9423	92.4615	104
2018-05-16	499.2167	54442.1333	88.7917	120
2018-05-17	552.3370	55939.5109	92.5109	92
2018-05-18	568.6604	56752.7358	92.7925	53
2018-05-19	618.5172	59344.0345	98.7759	58
2018-05-20	577.2714	59522.3286	102.0571	70
2018-05-21	522.6475	57579.7410	88.6835	139
2018-05-22	578.7397	61883.3151	91.6712	73
2018-05-23	559.6711	59271.2632	91.9737	76
2018-05-24	515.5397	62694.2222	81.3492	63
2018-05-25	532.8358	60510.7463	89.7015	67
2018-05-26	578.6102	61467.7627	90.3051	59
2018-05-27	511.6500	56670.3900	91.3700	100
2018-05-28	519.4122	60206.9924	87.0229	131
2018-05-29	566.1522	59063.8261	93.9130	92
2018-05-30	538.9417	56752.4667	93.5500	120
2018-05-31	548.4878	57324.7317	92.5691	123
2018-06	633.6130	57084.1135	105.6367	1013
2018-06-01	604.0435	57468.2609	102.0435	23
2018-06-02	592.2791	60054.4651	93.4419	43
2018-06-03	647.4615	64684.3846	93.0000	65
2018-06-04	554.2059	57517.4118	89.4412	102
2018-06-05	485.5789	60069.5965	82.9825	57
2018-06-06	512.0235	58677.9647	84.9765	85
2018-06-07	557.2838	59079.2162	97.1081	74
2018-06-08	588.9600	61025.2400	90.7200	50
2018-06-09	498.9556	59851.1556	84.5333	45
2018-06-10	514.2500	57493.1630	87.0217	92
2018-06-11	541.8632	60284.2842	89.4000	95
2018-06-12	453.0132	53831.6053	81.6711	76
2018-06-13	577.9412	56548.6765	98.0294	34
2018-06-14	611.6081	59216.7027	96.2027	74
2018-06-15	610.1176	59401.5588	97.9853	68
2018-06-16	497.8140	58103.1860	83.3488	43
2018-06-17	595.9375	59181.2656	93.9531	64
2018-06-18	569.5075	59162.5821	95.0149	67
2018-06-19	501.6190	54690.7619	85.2143	42
2018-06-20	512.9596	55316.5152	87.2020	99
2018-06-21	571.6265	61013.3133	90.2530	83
2018-06-22	548.4118	59704.4118	89.4853	68
2018-06-23	600.7292	60303.0833	97.4583	48
2018-06-24	586.1200	61816.0000	94.6667	75
2018-06-25	548.8068	58074.1023	88.3864	88
2018-06-26	480.3091	56907.4364	79.3636	55
2018-06-27	534.1786	61799.7589	84.3125	112
2018-06-28	521.5000	57900.5429	84.7000	70
2018-06-29	524.4933	57316.7867	89.6800	75
2018-06-30	558.4486	56127.2430	93.7570	107
2018-07	664.8524	58337.9558	107.6807	996
2018-07-01	600.5405	61979.9459	93.3784	37
2018-07-02	523.7500	59303.7321	87.5893	56
2018-07-03	565.9714	56041.0857	95.3143	35
2018-07-04	581.2951	61745.5902	92.0820	61
2018-07-05	514.0159	59150.4286	86.6825	63
2018-07-06	456.0606	58162.5455	74.9091	33
2018-07-07	604.2500	61210.7778	97.3333	36
2018-07-08	618.7391	59908.6232	99.1014	69
2018-07-09	571.0571	57200.2857	91.8857	70
2018-07-10	541.9400	56771.5600	93.3400	50
2018-07-11	580.0000	59217.8095	92.2857	63
2018-07-12	521.4444	54981.0370	90.9630	54
2018-07-13	538.2800	57828.6400	84.3600	50
2018-07-14	541.3200	61210.1200	85.9200	25
2018-07-15	542.7885	63528.2692	84.4038	52
2018-07-16	554.2969	61452.7969	89.7500	64
2018-07-17	518.3077	55268.2308	89.5769	52
2018-07-18	551.8182	59330.6364	90.4545	77
2018-07-19	448.2391	52856.0000	72.9783	46
2018-07-20	570.9706	60347.0294	87.5588	34
2018-07-21	625.1707	62841.2195	95.8293	41
2018-07-22	585.1233	61966.2192	90.6301	73
2018-07-23	603.2969	60529.3906	96.0625	64
2018-07-24	604.4878	58577.7317	104.4878	41
2018-07-25	499.5000	57818.7105	84.3816	76
2018-07-26	516.1702	58300.7872	90.8298	47
2018-07-27	580.8033	62311.0164	90.9672	61
2018-07-28	507.5116	55111.0000	85.9535	43
2018-07-29	494.8235	59850.6471	84.1529	85
2018-07-30	490.7778	53374.6905	85.7302	126
2018-07-31	525.7355	57056.0661	89.8430	121
2018-08	645.6435	56273.3269	106.4499	878
2018-08-01	563.2400	55907.5600	88.2400	25
2018-08-02	484.3750	57579.4583	76.3750	48
2018-08-03	676.0323	65507.6774	93.8065	31
2018-08-04	706.0741	64963.8519	95.0000	27
2018-08-05	511.8750	57485.8281	86.7344	64
2018-08-06	506.4211	58528.8421	84.0000	57
2018-08-07	543.4444	59946.5278	88.6389	36
2018-08-08	494.7818	54760.8364	86.2182	55
2018-08-09	583.2292	60062.4167	89.8958	48
2018-08-10	409.1429	54921.0857	68.5714	35
2018-08-11	611.7576	58966.8788	97.3939	33
2018-08-12	513.0169	58613.6441	81.6441	59
2018-08-13	500.6610	58482.3729	81.2542	59
2018-08-14	553.8235	59004.3333	93.8235	51
2018-08-15	544.8889	61430.8704	84.1852	54
2018-08-16	544.2041	56233.8163	90.5714	49
2018-08-17	496.2051	55731.3846	84.8718	39
2018-08-18	647.5667	63356.3333	99.5333	30
2018-08-19	559.7679	62255.4107	90.0000	56
2018-08-20	543.0345	59189.1207	91.7241	58
2018-08-21	487.4419	53951.6279	87.1628	43
2018-08-22	514.5397	55533.2698	94.9683	63
2018-08-23	517.6333	58627.8000	85.4667	30
2018-08-24	614.2333	66293.8333	90.0333	30
2018-08-25	533.2581	56518.7419	83.0968	31
2018-08-26	534.0690	60786.1552	87.0690	58
2018-08-27	503.2000	57696.5231	83.5385	65
2018-08-28	526.0612	56664.9796	91.3061	49
2018-08-29	576.1282	55855.6667	97.0000	78
2018-08-30	593.4182	59543.1091	96.1455	55
2018-08-31	567.2623	62243.0328	94.5410	61
2018-09	638.6676	55858.1501	101.9290	746
2018-09-01	516.0000	55796.3636	85.0909	11
2018-09-02	549.6250	53067.1458	91.9583	48
2018-09-03	572.0566	59447.7736	90.5660	53
2018-09-04	581.6176	59478.3529	94.1176	34
2018-09-05	683.8400	68368.0000	100.3000	50
2018-09-06	541.9459	59452.4324	88.3243	37
2018-09-07	546.5806	56840.8387	86.1935	31
2018-09-08	590.6750	62381.1250	88.2250	40
2018-09-09	545.9841	57622.9048	89.6825	63
2018-09-10	584.5741	59727.5556	90.7778	54
2018-09-11	517.6200	57338.3600	86.0800	50
2018-09-12	524.4833	60425.2333	84.5500	60
2018-09-13	506.1154	53664.1923	85.4615	52
2018-09-14	458.9016	58455.4590	76.9672	61
2018-09-15	449.9697	53363.6970	82.6818	66
2018-09-16	480.4595	56097.2027	86.1757	74
2018-09-17	601.9400	59587.4200	95.5600	50
2018-09-18	585.8250	58216.0750	103.8500	40
2018-09-19	502.2449	52875.8163	92.2041	49
2018-09-20	566.5500	56256.1500	91.3500	20
2018-09-21	628.3182	63920.2273	98.0000	22
2018-09-22	720.4000	65725.0500	105.4000	20
2018-09-23	584.7143	61472.0204	99.5306	49
2018-09-24	556.5652	56920.0870	94.6957	23
2018-09-25	597.4444	53929.8000	109.4000	45
2018-09-26	508.0286	59739.3429	84.8857	35
2018-09-27	465.2381	54197.8333	82.2619	42
2018-09-28	587.4242	59900.4545	96.5152	33
2018-09-29	556.9091	57183.8864	91.7727	44
2018-09-30	559.9348	56189.4348	99.6304	46
2018-10	619.7665	56577.1797	100.4147	651
2018-10-01	515.6250	61182.5000	82.3750	8
2018-10-02	900.5000	76395.5000	109.0000	2
2018-10-03	663.0000	72837.0000	96.7143	7
2018-10-04	512.3684	53226.0526	91.1053	19
2018-10-05	556.5714	55720.2857	103.1429	21
2018-10-06	460.5200	51664.5200	95.6000	25
2018-10-07	512.2083	55929.8542	91.2917	48
2018-10-08	461.0444	55139.8000	82.3111	45
2018-10-09	454.5000	54300.2857	80.3929	28
2018-10-10	494.8070	56118.1228	84.3333	57
2018-10-11	488.1250	54122.0938	87.0625	32
2018-10-12	608.6800	58528.6400	104.6400	25
2018-10-13	665.1786	60664.3929	102.7143	28
2018-10-14	569.7556	62659.6222	88.7333	45
2018-10-15	594.3607	58451.2131	95.2131	61
2018-10-16	602.2564	62178.2564	90.9744	39
2018-10-17	541.3958	53427.0208	98.1458	48
2018-10-18	477.5882	56435.2941	85.8235	34
2018-10-19	548.4783	49168.0870	108.3913	23
2018-10-20	526.1935	50227.6452	103.6452	31
2018-10-21	585.4884	59503.3953	96.0465	43
2018-10-22	535.4231	56487.4038	93.5577	52
2018-10-23	586.9000	60392.0000	93.4750	40
2018-10-24	576.9811	55810.5660	99.6792	53
2018-10-25	537.7568	58725.1892	91.0270	37
2018-10-26	470.3448	48331.4138	94.4483	29
2018-10-27	741.2174	65714.3913	102.7391	23
2018-10-28	508.2105	56884.1184	83.5263	76
2018-10-29	516.7000	55959.7167	91.4667	60
2018-10-30	510.1912	55229.4559	93.8824	68
2018-10-31	601.4638	58977.8261	95.2899	69
2018-11	626.6912	54320.6391	106.5286	787
2018-11-01	536.2222	54490.0000	104.8889	9
2018-11-02	583.8824	64069.1765	89.3529	17
2018-11-03	674.1667	67728.2083	98.4583	24
2018-11-04	489.7759	54210.1034	86.6207	58
2018-11-05	566.4667	56219.4667	96.6444	45
2018-11-06	513.0556	53250.9167	98.5556	36
2018-11-07	530.2000	52470.0222	97.7556	45
2018-11-08	586.1628	63336.8372	93.0465	43
2018-11-09	480.4167	52714.5000	88.2083	24
2018-11-10	593.7419	64338.5806	85.6452	31
2018-11-11	552.8387	53392.1452	95.1935	62
2018-11-12	524.1964	61430.2500	85.8214	56
2018-11-13	509.7742	58232.6129	91.0000	31
2018-11-14	598.9592	61204.9388	95.2449	49
2018-11-15	525.7027	50584.9730	102.3784	37
2018-11-16	483.2273	48314.0000	90.7727	22
2018-11-17	670.9231	60161.3077	109.1154	26
2018-11-18	524.4898	51719.9184	95.5306	49
2018-11-19	533.3415	54962.7805	92.5122	41
2018-11-20	501.2647	50708.4412	90.6765	34
2018-11-21	425.3636	51271.9545	78.1364	22
2018-11-22	524.7021	55253.2340	91.6596	47
2018-11-23	484.4390	54002.4390	90.0244	41
2018-11-24	506.2500	55690.8125	78.6563	32
2018-11-25	480.6190	50648.6032	91.3651	63
2018-11-26	556.5510	55233.3469	98.1837	49
2018-11-27	477.5926	53332.8889	89.5556	54
2018-11-28	566.5918	55736.3673	103.7347	49
2018-11-29	516.0625	55927.1667	90.5000	48
2018-11-30	543.7556	54859.8000	94.8444	45
2018-12	643.5246	54884.5851	109.8823	875
2018-12-01	846.7143	71811.5714	107.1429	14
2018-12-02	548.4286	57637.9714	94.2571	35
2018-12-03	619.7292	57298.5000	108.7083	48
2018-12-04	498.5370	56442.4074	86.2963	54
2018-12-05	560.8235	58711.1176	96.4314	51
2018-12-06	496.5278	51672.1111	95.8056	36
2018-12-07	455.9333	52481.0667	85.6333	30
2018-12-08	544.8889	51700.9259	103.6667	27
2018-12-09	548.9787	55727.3404	92.7234	47
2018-12-10	599.0392	58477.4118	96.6863	51
2018-12-11	536.3462	56832.7500	92.5769	52
2018-12-12	545.7736	53085.3774	98.7925	53
2018-12-13	439.6111	49372.6389	85.3056	36
2018-12-14	448.3462	55427.1538	80.9615	26
2018-12-15	520.1667	56958.7917	87.7917	24
2018-12-16	501.6842	56744.1754	85.6667	57
2018-12-17	518.8594	55125.4375	87.8438	64
2018-12-18	550.3269	56493.8846	97.8077	52
2018-12-19	559.4746	55128.7627	96.0000	59
2018-12-20	523.4000	53292.5556	91.3111	45
2018-12-21	543.1282	54553.3077	95.3333	39
2018-12-22	435.8684	54365.1842	72.9211	38
2018-12-23	592.7368	56615.7719	102.8246	57
2018-12-24	551.3088	57112.7353	92.4706	68
2018-12-25	469.5588	50386.6324	89.1618	68
2018-12-26	546.9016	55050.6393	97.9508	61
2018-12-27	522.1967	56493.7705	89.6885	61
2018-12-28	584.1081	53464.1081	108.1351	37
2018-12-29	523.8333	56260.6333	95.6333	30
2018-12-30	482.5769	50656.0000	95.5769	52
2018-12-31	566.8091	57252.5818	97.4545	110
2019-01	629.9069	54532.0287	107.8257	1010
2019-01-01	585.2353	60138.5294	95.0000	17
2019-01-02	534.7742	57118.8065	97.2258	31
